100円ショップ[名]：100日元店
Tシャツ[名]：T恤衫
〜かん, 〜感[接尾]：…感
りゅうつう, 流通[名·动]：流通
りゅうねんする, 留年する[动]：留级
りゆう, 理由[名]：理由
りゆう, 理由[名]：理由；缘由；借口
りょう, 寮[名]：宿舍
りょう, 寮[名]：宿舍；官厅
りょう, 量[名]：量
りょうあし, 両足[名]：双脚
りょういき, 領域[名]：领域
りょういち, 良一[名]：良一（人名）
りょうかい, 了解[名]：明白；理解
りょうかい, 了解[名·动]：了解；明白
りょうがえ, 両替[名]：换钱
りょうがえ, 両替[名]：换钱；兑钱
りょうがえ, 両替[名·动]：换钱
りょうがわ, 両側[名]：两侧
りょうがわ, 両側[名]：两边；两侧
りょうきょく, 両極[名]：两极
りょうきん, 料金[名]：费用
りょうきん, 料金[名]：费用；使用费
りょうこう, 良好[名·形]：良好
りょうこう, 良好[形]：良好
りょうこく, 両国[名]：两国
りょうさん, 量産[名·动]：量产
りょうし, 漁師[名]：渔夫
りょうしき, 良識[名]：良知
りょうしき, 良識[名]：良知；明智的判断
りょうしつ, 良質[名]：优质
りょうしゃ, 両社[名]：两家公司
りょうしゅう, 領収[名·动]：收款
りょうしゅうしょ, 領収書[名]：收据
りょうしょう, 了承[名]：同意；谅解
りょうしょう, 了承[名·动]：同意；谅解
りょうしん, 両親[名]：双亲
りょうしん, 両親[名]：双亲；父母
りょうしん, 両親[名]：父母
りょうしん, 良心[名]：良心
りょうじ, 領事[名]：领事
りょうじかん, 領事館[名]：领事馆
りょうちょう, 寮長[名]：宿舍长
りょうて, 両手[名]：双手
りょうど, 領土[名]：领土
りょうはん, 量販[名·动]：量贩
りょうふう, 涼風[名]：凉风
りょうほう, 両方[名]：双方
りょうほう, 両方[名]：双方；两者
りょうほう, 両方[名]：双方；二者；两边
りょうり, 料理[名]：烹调；做菜；菜肴
りょうり, 料理[名]：菜肴
りょうり, 料理[名]：菜肴；料理
りょうり, 料理[名·动]：菜肴；烹饪
りょうりつ, 両立[名]：兼顾
りょうりつ, 両立[名·动]：两立；兼顾
りょうりにん, 料理人[名]：厨师
りょう～[接头]：两…
りょかく, 旅客[名]：旅客
りょかん, 旅館[名]：旅馆
りょかん, 旅館[名]：（日式）旅馆
りょくか, 緑化[名]：绿化
りょくちゃ, 緑茶[名]：绿茶
りょけん, 旅券[名]：护照
りょこう, 旅行[名]：旅行
りょこう, 旅行[名]：旅行；旅游
りょこう, 旅行[名·动]：旅行
りょこうがいしゃ, 旅行会社[名]：旅行社
りょこうしゃ, 旅行者[名]：旅行者
りょこうだいりてん, 旅行代理店[名]：旅行社
りょこうよてい, 旅行予定[名]：旅行计划
りょこうガイド, 旅行ガイド[名]：旅游指南
りよう, 利用[名]：利用
りよう, 利用[名·动]：利用
りようしゃ, 利用者[名]：利用者
りれき, 履歴[名]：履历
りれきしょ, 履歴書[名]：简历
りろん, 理論[名]：理论
りんかく, 輪郭[名]：轮廓
りんぎょう, 林業[名]：林业
りんご, 林檎[名]：苹果
りんごく, 隣国[名]：邻国
りんじ, 臨時[名]：临时
りんり, 倫理[名]：伦理
るいか, 累加[名·动]：累加
るいけい, 累計[名·动]：累计
るいけい, 類型[名]：类型
るいじ, 類似[名·动]：类似
るいすい, 類推[名·动]：类推
るいする, 類する[动]：类似
るす, 留守[名]：不在家
るす, 留守[名]：看家；看门；不在家
るす, 留守[名·动]：不在家；看家
るすにします, 留守にします[惯用语]：不在家
るすばん, 留守番[名]：看家
るりがわら, 瑠璃瓦[名]：琉璃瓦
れい, 例[名]：例子
れい, 例[名]：例；例子
れい, 例[名]：惯例；常例；先例；例子
れい, 礼[名]：礼；感谢
れい, 礼[名]：礼；礼法；礼节
れい, 礼[名]：礼；礼貌
れい, 礼[名]：礼；谢意
れい, 礼[名]：谢礼
れい, 零[名]：零
れい, 霊[名]：灵
れいか, 零下[名]：零下
れいがい, 例外[名]：例外
れいがい, 冷害[名]：冷害
れいきん, 礼金[名]：酬谢金
れいぎ, 礼儀[名]：礼仪
れいこく, 冷酷[名·形]：冷酷
れいせい, 冷静[名·形]：冷静
れいせい, 冷静[形]：冷静的
れいせん, 冷戦[名]：冷战
れいぞうこ, 冷蔵庫[名]：冰箱
れいだんぼう, 冷暖房[名]：冷暖气
れいてん, 零点[名]：零分
れいとう, 冷凍[名·动]：冷冻
れいとうしょくひん, 冷凍食品[名]：冷冻食品
れいねん, 例年[名]：往年；历年
れいぶん, 例文[名]：例句
れいぼう, 冷房[名]：冷气；空调
れいぼう, 冷房[名]：空调；冷气
れいぼう, 冷房[名]：空调；冷气设备
れきし, 歴史[名]：历史
れきししょうせつ, 歴史小説[名]：历史小说
れきしぶんかほごく, 歴史文化保護区[名]：历史文化保护区
れっしゃ, 列車[名]：列车
れっしゃ, 列車[名]：列车；火车
れっとう, 列島[名]：列岛；群岛
れつ, 列[名]：列；队
れつ, 列[名]：排列；队列；序列
れんあい, 恋愛[名]：恋爱
れんあい, 恋愛[名·动]：恋爱
れんが, 煉瓦[名]：砖
れんきゅう, 連休[名]：连休
れんげ, 蓮華[名]：汤匙
れんごう, 連合[名]：联合
れんごう, 連合[名·动]：联合
れんしゅう, 練習[名]：练习
れんしゅう, 練習[名·动]：练习
れんしゅうじょ, 練習所[名]：练习场
れんじつ, 連日[名]：连日
れんじゅう, れんちゅう, 連中[名]：伙伴；家伙们
れんそう, 連想[名]：联想
れんそう, 連想[名·动]：联想
れんぞく, 連続[名]：连续
れんぞく, 連続[名]：连续；接连
れんぞく, 連続[名·动]：连续
れんたい, 連帯[名]：连带
れんたい, 連帯[名·动]：连带；合作
れんちゅう, 連中[名]：伙伴们
れんぽう, 連邦[名]：联邦
れんめい, 連盟[名]：联盟
れんらく, 連絡[名]：联系
れんらく, 連絡[名]：联络
れんらく, 連絡[名]：联络；联系；连接
れんらく, 連絡[名·动]：联系
ろうか, 廊下[名]：走廊
ろうか, 老化[名·动]：老化
ろうがん, 老眼[名]：老花眼
ろうくみ, 労組[名]：工会
ろうご, 老後[名]：晚年
ろうし, 労使[名]：劳资
ろうじん, 老人[名]：老人
ろうすい, 老衰[名]：老衰
ろうすい, 老衰[名·动]：衰老
ろうそく, 蝋燭[名]：蜡烛
ろうどう, 労働[名]：劳动
ろうどうしゃ, 労働者[名]：劳动者
ろうどく, 朗読[名]：朗读
ろうどく, 朗読[名·动]：朗读
ろうにゃくなんにょ, 老若男女[名]：男女老少
ろうにん, 浪人[名·动]：浪人；失业者
ろうねん, 老年[名]：老年
ろうひ, 浪費[名]：浪费
ろうひ, 浪費[名·动]：浪费
ろうほう, 朗報[名]：好消息
ろく, 六[名]：六
ろく[形]：（后接否定）令人满意的；正经的
ろくおん, 録音[名]：录音
ろくおんする, 録音する[动]：录音
ろくが, 録画[名·动]：录像
ろくがつ, 六月[名]：六月
ろくな, 碌な[连]：(后接否定)正经的；像样的
ろくに[副]：（后接否定）很好地；令人满意地
ろくにん, 六人[名]：六个人
ろこつ, 露骨[名·形]：露骨
ろこつ, 露骨[形]：露骨
ろじ, 路地[名]：小巷
ろじん, 魯迅[名]：鲁迅（人名）
ろじんきねんかん, 魯迅記念館[名]：鲁迅纪念馆
ろせん, 路線[名]：路线
ろてんぶろ, 露天風呂[名]：露天温泉
ろん, 論[名]：论点；观点；争论
ろんぎ, 論議[名]：议论
ろんじる, 論じる[动]：论述
ろんずる, 論ずる[动]：论述
ろんそう, 論争[名]：论争
ろんそう, 論争[名·动]：争论
ろんてん, 論点[名]：论点
ろんぶん, 論文[名]：论文
ろんり, 論理[名]：逻辑
わ, 羽[名]：只
わ, 羽[量]：只(鸟；兔)
わ, 輪[名]：圈
わ, 輪[名]：环；圈
わ, 輪[名]：环；圈；车轮
わいろ, 賄賂[名]：贿赂
わいわい[副·动]：吵嚷；热闹
わえい, 和英[名]：日英
わかい, 若い[形]：年轻的
わかい, 若い[形]：年轻；幼稚
わかさ, 若さ[名]：年轻
わかす, 沸かす[动]：使沸腾
わかす, 沸かす[动]：烧开
わかす, 沸かす[动]：烧开；使沸腾
わかば, 若葉[名]：嫩叶
わかもの, 若者[名]：年轻人
わかりました[寒暄]：明白了；知道了
わかります[动]：明白；懂
わかる, 分かる[动]：懂；明白；理解；知道
わかる, 分かる[动]：明白；懂
わかる, 分かる[动]：明白；知道
わかれ, 別れ[名]：分别；离别
わかれる, 分かれる[动]：分开；划分
わかれる, 分かれる[动]：分开；区分
わかれる, 別れる[动]：分别；分手
わかれる, 別れる[动]：分别；离别
わかれる, 別れる[动]：分开；分离
わかわかしい, 若々しい[形]：朝气蓬勃
わかわかしい, 若々しい[形]：朝气蓬勃的
わが, 我が[连]：我的；我们的
わがくに, 我が国[名]：我国
わがし, 和菓子[名]：日式点心
わがしゃ, 我が社[名]：我公司
わがまま, 我がまま[形]：任性的
わがまま, 我儘[形]：任性
わがまま[名·形]：任性
わがや, 我が家[名]：我家
わが～, 我が～[连]：我的
わき, 脇[名]：腋下；旁边
わきあがる, 沸き上がる[动]：沸腾；涌现
わきあがる, 沸き上がる[动]：煮开；因兴奋而骚动
わきあがる, 湧き上がる[动]：涌起；沸腾
わきおこる, 湧き起こる[动]：涌现
わきでる, 湧き出る[动]：涌出
わく, 枠[名]：框
わく, 枠[名]：框；框子；范围
わく, 枠[名]：框；范围
わく, 沸く[动]：沸腾
わく, 沸く[动]：烧开；沸腾；激动
わく, 沸く[动]：煮沸；沸腾；热衷
わく, 湧く[动]：涌出
わく, 湧く[动]：涌出；产生
わく, 湧く[动]：涌出；冒出；产生
わくせい, 惑星[名]：行星
わくわく[副·动]：兴奋；喜悦
わけ, 訳[名]：意思；意义；理由；道理
わけ, 訳[名]：理由；意思
わけ, 訳[名]：理由；缘故
わけ, 訳[名]：道理；理由
わけあたえる, 分け与える[动]：分给他人
わける, 分ける[动]：分开；分配
わける, 分ける[动]：分开；划分
わける, 分ける[动]：分开；划分；分类
わご, 和語[名]：和语
わさび, 山葵[名]：芥末
わざ, 技[名]：技术；招数
わざ, 技[名]：招数；技能
わざと, 態と[副]：故意
わざと[副]：故意的
わざと[副]：故意；特意
わざとらしい[形]：故意的；不自然的
わざわい, 災い[名]：灾祸
わざわざ, 態々[副]：特意
わざわざ[副]：特地
わざわざ[副]：特意
わしき, 和式[名]：日式
わしつ, 和室[名]：日式房间
わしょく, 和食[名]：日式饭菜
わすれもの, 忘れ物[名]：忘东西
わすれもの, 忘れ物[名]：遗忘物品
わすれもの, 忘れ物[名]：遗忘的东西
わすれもの, 忘れ物[名]：遗忘的东西；遗失物
わすれる, 忘れる[动]：忘
わすれる, 忘れる[动]：忘记
わすれる, 忘れる[动]：忘记；忘掉；忘却
わずか, 僅か[形]：仅；一点儿；稍微
わずか[形·副]：仅仅；一点点
わずらう, 患う[动]：患病；烦恼
わずらわしい, 煩わしい[形]：烦琐的
わずらわしい, 煩わしい[形]：麻烦
わずらわしい, 煩わしい[形]：麻烦的；繁琐的
わた, 綿[名]：棉花
わた, 綿[名]：棉；棉花
わたくし, 私[代]：我
わたくし, 私[代]：我(郑重说法)
わたくしごと, 私事[名]：私事
わたくしども, 私ども[代]：我们（自谦）
わたし, 私[代]：我
わたしたち, 私達[代]：我们
わたす, 渡す[动]：交给；递给
わたす, 渡す[动]：渡；渡过河；架；搭
わたりどり, 渡り鳥[名]：候鸟
わたる, 渡る[动]：渡过
わたる, 渡る[动]：渡过；度日
わたる, 渡る[动]：渡；过；度日；到手
わだい, 話題[名]：话题
わだい, 話題[名]：话题；谈话材料
わだいになる, 話題になる[惯用语]：成为话题
わび, 詫び[名]：道歉
わびる, 詫びる[动]：道歉
わふう, 和風[名]：日式风格
わふく, 和服[名]：和服
わふく, 和服[名]：和服；日本式衣服
わぶん, 和文[名]：日文
わら, 藁[名]：稻草
わらい, 笑い[名]：笑
わらい, 笑い[名]：笑；嘲笑
わらう, 笑う[动]：笑
わらう, 笑う[动]：笑；嘲笑
わらえる, 笑える[动]：可笑；禁不住笑
わり, 割り[名]：比例；比率；稀释
わりあい, 割合[名]：比例
わりあい, 割合[名]：比例；比率
わりあい, 割合[名]：比例；比率；比较起来
わりあてる, 割り当てる[动]：分配；分摊
わりかん, 割り勘[名]：AA制；均摊
わりこむ, 割り込む[动]：插队；插嘴
わりざん, 割り算[名]：除法
わりと, 割と[副]：比较
わりに, 割に[副]：比较
わりに, 割に[副]：比较；格外
わりに, 割りに[副]：比较
わりびき, 割引[名]：打折；减价
わりびき, 割引[名]：折扣
わりびく, 割り引く[动]：打折
わりふる, 割り振る[动]：分担；分派
わる, 割る[动]：切；割；打破；分配
わる, 割る[动]：打破；分开
わる, 割る[动]：打碎；分割
わるい, 悪い[形]：不好；坏；差；恶劣
わるい, 悪い[形]：坏的
わるいけど, 悪いけど[惯用语]：不好意思
わるくち, 悪口[名]：坏话
わるもの, 悪者[名]：坏人
われる, 割れる[动]：破裂；破碎；分离
われる, 割れる[动]：碎；分离；裂开
われる, 割れる[动]：碎；裂开
われわれ, 我々[代]：我们
わん, 椀[名]：碗
わん, 湾[名]：湾
わん, 碗[名]：碗
アイスクリーム[名]：冰淇淋
アイスクリーム[名]：冰激凌
アイターンげんしょう, Iターン現象[名]：I-turn现象（从大城市到地方就业）
アイティーさんぎょう, IT産業[名]：IT产业
アイデア[名]：主意；想法
アイデア[名]：主意；构思
アイデア[名]：主意；点子
アイディーカード, IDカード[名]：身份证
アイドル[名]：偶像
アイロン[名]：熨斗
アウト[名]：出局；不行
アウト[名]：出局；出界；外面
アウトレット[名]：奥特莱斯；直销店
アカデミック[形]：学术的；学院派的
アクション[名]：动作；武打
アクセサリー[名]：服饰用品；饰品
アクセサリー[名]：饰品
アクセサリー[名]：饰品；配件
アクセス[名]：访问；连接
アクセス[名·动]：访问；连接
アクセル[名]：油门
アクセント[名]：口音；重音
アクセント[名]：重音；声调
アジア[名]：亚洲
アタック[名·动]：攻击；挑战
アットホーム[形]：舒适如家的
アップ[名]：提升；上传
アップ[名·动]：上升；提高
アドバイス[名]：建议；劝告
アドバイス[名·动]：建议；忠告
アドレス[名]：地址；住址
アドレス[名]：姓名；住址；地址
アナウンサー[名]：播音员
アナウンス[名·动]：广播；通知
アニメ[名]：动画
アパート[名]：公寓
アピール[名·动]：呼吁；吸引
アフターケア[名]：售后服务；病后疗养
アフターサービス[名]：售后服务
アフリカ[名]：非洲
アプローチ[名]：方法；接近
アプローチ[名·动]：接近；研究方法
アボカド[名]：牛油果
アポ[名]：约定；约会
アマチュア[名]：业余
アマチュア[名]：业余爱好者
アメリカ[名]：美国
アメリカ[名]：美国；美洲
アラブ[名]：阿拉伯
アラーム[名]：闹钟；警报
アルカリ[名]：碱
アルコール[名]：酒精
アルコール[名]：酒精；酒
アルバイト[名]：打工
アルバイト[名·动]：打工；兼职
アルバイトりょう, アルバイト料[名]：打工费
アルバム[名]：影集；纪念册；专辑
アルバム[名]：相册；专辑
アルバム[名]：相册；纪念册
アルファベット[名]：字母表
アルファベット[名]：字母表；字母
アルミ[名]：铝
アレルギー[名]：过敏
アレンジ[名·动]：安排；改编
アワー[名]：小时
アンケート[名]：问卷调查
アンコール[名]：安可；返场
アンコール[名·动]：要求再来一个；安可
アンテナ[名]：天线
アンニョンハシムニカ[寒暄]：你好（韩语）
イエス[名]：是
イエス[感]：是；对
イカ[名]：乌贼；鱿鱼
イギリス[名]：英国
イコール[名]：等于
イコール[名]：等号；相等；等于
イコール[名·形]：等于；相同
イタリア[名]：意大利
イニシャル[名]：首字母
イノベーション[名]：革新；变革
イベント[名]：活动；事件
イベントホール[名]：活动大厅
イメージ[名]：印象；形象
イメージ[名]：图像；形象；印象
イメージキャラクター[名]：形象代言人
イヤホン[名]：耳机
イヤリング[名]：耳环
イラスト[名]：插图
インキ[名]：墨水
インク[名]：墨水
インスタント[接头]：速食；即时
インスタントしょくひん, インスタント食品[名]：方便食品
インスタントラーメン[名]：方便面
インストール[名·动]：安装
インスピレーション[名]：灵感
インタビュー[名]：采访
インタビュー[名·动]：采访；访问
インターチェンジ[名]：高速公路出入口
インターチェンジ[名]：高速路出入口
インターナショナル[名]：国际
インターナショナル[名·形]：国际的
インターネット[名]：互联网
インターフォン[名]：对讲机；内部电话
インターフォン[名]：对讲门铃
インターンシップ[名]：实习
インテリ[名]：知识分子
インド[名]：印度
インドよう, インド洋[名]：印度洋
インドネシア[名]：印度尼西亚
インフォメーション[名]：信息；服务台
インフォメーション[名]：信息；问讯处
インフルエンザ[名]：流感
インフレ[名]：通货膨胀
イーメール, Eメール[名]：电子邮件
ウィンドー[名]：窗户；橱窗
ウイスキー[名]：威士忌
ウイット[名]：机智；风趣
ウイルス[名]：病毒
ウイークデー[名]：工作日
ウェットティッシュ[名]：湿纸巾
ウェーター[名]：男服务员
ウェートレス[名]：女服务员
ウエット[形]：湿的；多愁善感的
ウエディングドレス[名]：婚纱
ウォークマン[名]：随身听
ウサギ[名]：兔子
ウーマン[名]：女性
ウール[名]：羊毛
エアコン[名]：空调
エアポート[名]：机场
エアメール[名]：航空邮件
エキス[名]：精华；提取物
エキストラ[名]：临时演员；额外
エキゾチック[形]：异国情调的
エコ[名]：环保；生态
エコロジー[名]：生态学；环保
エジソン[名]：爱迪生
エスカレーター[名]：扶梯
エスカレーター[名]：自动扶梯
エスカレート[名·动]：逐步升级
エステ[名]：美容
エチケット[名]：礼仪
エチケット[名]：礼节；礼仪
エチケット[名]：礼节；礼仪；规矩
エッセイ[名]：随笔；散文
エネルギー[名]：能源；精力
エネルギー[名]：能量
エネルギー[名]：能；能量；精力
エビ[名]：虾
エピソード[名]：插曲；轶事
エプロン[名]：围裙
エリート[名]：精英
エルニーニョ[名]：厄尔尼诺现象
エレガント[形]：优雅
エレガント[形]：优雅的
エレベーター[名]：电梯
エレベーター[名]：电梯；升降机
エンジニア[名]：工程师
エンジン[名]：引擎；发动机
エンスト[名·动]：引擎熄火
エントリー[名·动]：报名；参加
オイル[名]：油
オイル[名]：油；石油
オゾン[名]：臭氧
オゾンそう, オゾン層[名]：臭氧层
オノマトペ[名]：拟声词；拟态词
オフ[名]：休息；关闭
オフ[名]：关闭；休息
オフィス[名]：办公室
オプション[名]：选项；选择权
オペラ[名]：歌剧
オリエンテーション[名]：新生指导；岗前培训
オリエンテーション[名]：迎新说明会
オリジナリティー[名]：独创性
オリジナル[名·形]：原创的
オリンピック[名]：奥运会
オルガン[名]：风琴
オレンジ[名]：橙子；橙色
オンライン[名]：在线
オークション[名]：拍卖
オーケストラ[名]：管弦乐队
オーケー[感]：OK；好的
オーストラリア[名]：澳大利亚
オーストラリアじん, オーストラリア人[名]：澳大利亚人
オーソドックス[形]：正统的
オーダーメイド[名]：定做；定制
オートバイ[名]：摩托车
オートマチック[名·形]：自动的
オートメーション[名]：自动化
オーナー[名]：所有者；老板
オーバー[名]：超过；大衣；夸张
オーバー[名]：超过；夸张；大衣
オーバー[名·动]：超过；夸大
オーブン[名]：烤箱
オープン[名]：开放；开业
オープン[名·动]：开放；开业
カウンセラー[名]：顾问；咨询师
カウンセリング[名]：咨询；辅导
カウンター[名]：柜台
カクテル[名]：鸡尾酒
カシミヤ[名]：开司米；山羊绒
カセット[名]：磁带
カタログ[名]：商品目录
カット[名]：剪；削减
カット[名·动]：剪；切；删减
カップ[名]：杯子
カップラーメン[名]：杯面
カップル[名]：情侣；一对
カテゴリー[名]：范畴；类别
カニカマ[名]：蟹肉棒
カバー[名]：套子；弥补
カバー[名·动]：覆盖；套子；弥补
カプセル[名]：胶囊
カボチャ[名]：南瓜
カムバック[名]：复出；回归
カムバック[名·动]：回归；复出
カメラ[名]：照相机
カメラ[名]：相机
カメラマン[名]：摄影师
カラオケ[名]：卡拉OK
カラス[名]：乌鸦
カラー[名]：颜色
カラー[名]：颜色；特色
カリスマ[名]：超凡魅力；领袖气质
カルシウム[名]：钙
カルテ[名]：病历
カレル・チャペック[名]：卡雷尔·恰佩克
カレンダー[名]：日历
カレー[名]：咖喱
カロリー[名]：卡路里
カンダタ[名]：犍陀多
カンニング[名]：作弊
カンニング[名·动]：作弊
カンヌえいがさい, カンヌ映画祭[名]：戛纳电影节
カー[名]：车
カーソル[名]：光标
カーテン[名]：窗帘
カード[名]：卡
カード[名]：卡片
カーナビ[名]：车载导航
カーブ[名]：弯道
カーブ[名·动]：弯道；曲线
カーペット[名]：地毯
ガイド[名]：导游；指南
ガイド[名·动]：向导；指南
ガイドブック[名]：指南手册
ガス[名]：煤气
ガス[名]：煤气；天然气
ガソリン[名]：汽油
ガソリンスタンド[名]：加油站
ガム[名]：口香糖
ガラス[名]：玻璃
ガレージ[名]：车库
ガーゼ[名]：纱布
ガード[名·动]：防卫；护栏
ガール[名]：女孩
キッチン[名]：厨房
キツネ[名]：狐狸
キツネうどん[名]：油豆腐乌冬面
キャッシュ[名]：现金
キャッチ[名]：接住；抓住
キャッチ[名·动]：捕捉；抓住
キャッチフレーズ[名]：广告语；宣传口号
キャプテン[名]：队长
キャプテン[名]：队长；船长
キャベツ[名]：卷心菜
キャラクター[名]：角色；形象
キャリア[名]：职业履历
キャリア[名]：职业生涯；履历
キャンセル[名·动]：取消
キャンパス[名]：校园
キャンプ[名]：露营
キャンプ[名·动]：露营
キャンペーン[名]：宣传活动
キャー[感]：呀（尖叫声）
キリストきょうしきけっこんしき, キリスト教式結婚式[名]：基督教式婚礼
キロ[接尾]：公斤；公里
キンモクセイ[名]：金桂；丹桂
キーホルダー[名]：钥匙扣
キーボード[名]：键盘
ギター[名]：吉他
ギャップ[名]：差距；隔阂
ギャラ[名]：出场费；酬金
ギャング[名]：黑帮
ギャンブル[名]：赌博
ギョーザ, 餃子[名]：饺子
ギョーザパーティー, 餃子パーティー[名]：饺子宴
クイズ[名]：问答
クイズ[名]：问答游戏
クイズばんぐみ, クイズ番組[名]：问答节目
クエスチョンマーク[名]：问号
クッキー[名]：曲奇
クモ[名]：蜘蛛
クライマックス[名]：高潮；顶点
クラシック[名]：古典(音乐)
クラシック[名]：古典；古典音乐
クラシック[名·形]：古典音乐；古典的
クラス[名]：班级
クラス[名]：班级；等级
クラス[名]：班级；等级；阶级
クラスメート[名]：同班同学
クラブ[名]：俱乐部
クリスマス[名]：圣诞节
クリック[名·动]：点击
クリップ[名]：夹子；回形针
クリーニング[名]：干洗(店)
クリーニング[名]：洗涤；干洗
クリーニング[名·动]：干洗；清洁
クリーム[名]：奶油
クレジットカード[名]：信用卡
クレヨン[名]：蜡笔
クレヨンしんちゃん[名]：蜡笔小新
クレーム[名]：投诉；索赔
クレーム[名]：索赔；投诉
クレーン[名]：起重机
クローバー[名]：三叶草
クーポン[名]：优惠券
クーラー[名]：冷气设备；空调
クーラー[名]：空调
クール[形]：凉爽的；冷静的
グラウンド[名]：运动场
グラウンド[名]：运动场；体育场
グラス[名]：玻璃杯
グラフ[名]：图表
グラム[名]：克
グラム[量]：克
グランド[名]：运动场
グリーン[名]：绿色；草地
グリーンしゃ, グリーン車[名]：（新干线）一等车厢
グルメ[名]：美食家
グループ[名]：团体；小组
グループ[名]：组；团体
グループ[名]：组；群；集团
グループホーム[名]：集体之家（福利设施）
グレー[名]：灰色
グレープフルーツ[名]：葡萄柚
グローバル[形]：全球的
ケーキ[名]：蛋糕
ケーキや, ケーキ屋[名]：蛋糕店
ケース[名]：盒子；情况
ケース[名]：盒子；情况；案例
ケーブル[名]：电缆
ゲスト[名]：嘉宾
ゲスト[名]：客人；嘉宾
ゲストハウス[名]：宾馆；招待所
ゲーム[名]：游戏
ゲームセンター[名]：游戏中心
ゲームソフト[名]：游戏软件
コイン[名]：硬币
コガネグモ[名]：金蛛
コショウ[名]：胡椒
コスチューム[名]：服装；戏装
コスト[名]：成本
コック[名]：厨师
コットン[名]：棉花
コップ[名]：杯子
コネ[名]：关系；后门
コピー[名]：复制品；复印件；广告词
コピー[名·动]：复印；复制
コピーき, コピー機[名]：复印机
コピーする[动]：复印；复制
コピーようし, コピー用紙[名]：复印纸
コマーシャル[名]：商业广告
コマーシャル[名]：广告
コマーシャル[名]：广告；商业广告
コミュニケーション[名]：交流；沟通
コメント[名]：评论
コメント[名·动]：评论；意见
コレクション[名]：收藏
コレクション[名]：收藏；收集
コレステロール[名]：胆固醇
コロッケ[名]：炸肉饼
コンクリート[名]：混凝土
コンクール[名]：比赛
コンクール[名]：竞赛会
コンクール[名]：竞赛会；比赛；会演
コンサート[名]：音乐会
コンサート[名]：音乐会；演奏会
コンセプト[名]：概念；宗旨
コンセント[名]：插座
コンタクト[名]：隐形眼镜
コンタクト[名·动]：接触；联络；隐形眼镜
コンタクトレンズ[名]：隐形眼镜
コンテスト[名]：比赛；竞赛
コンテスト[名]：竞赛
コンテナー[名]：集装箱
コントラスト[名]：对比
コントラスト[名]：对比；对照
コントロール[名]：控制
コントロール[名·动]：控制；管理
コンパクト[形]：小巧；紧凑
コンパス[名]：圆规
コンビニ[名]：便利店
コンビニ[名]：方便店；24小时营业店
コンピューター[名]：电脑
コンピューター[名]：计算机；电脑
コンプレックス[名]：情结；自卑感
コンマ[名]：逗号
コンロ[名]：小炉子
コース[名]：路线；航线；跑道；课程
コース[名]：路线；课程
コーチ[名]：教练
コーチ[名·动]：教练；指导
コート[名]：大衣；外套；西服上衣
コート[名]：大衣；球场
コード[名]：电线；代码
コード[名]：软线；绝缘线
コーナー[名]：角落；专柜
コーナー[名]：角落；专栏
コーナー[名]：角；拐角；专柜
コーヒー[名]：咖啡
コーラ[名]：可乐
コーラス[名]：合唱
ゴム[名]：橡皮筋；橡胶
ゴム[名]：橡胶；橡皮筋
ゴルフ[名]：高尔夫球
ゴンバオシャーレン, 宮保蝦仁[名]：宫保虾仁
ゴンバオジーディン, 宮保鶏丁[名]：宫保鸡丁
ゴール[名]：终点
ゴール[名]：终点；决胜点；球门
ゴール[名]：终点；目标
ゴールイン[名·动]：到达终点；进球
ゴールデンウィーク[名]：黄金周
ゴールデンウイーク[名]：黄金周
サイエンス[名]：科学
サイクリング[名·动]：自行车旅行
サイクル[名]：周期
サイクル[名]：周期；循环
サイズ[名]：尺寸
サイズ[名]：尺寸；尺码
サイドミラー[名]：（车）侧视镜
サイレン[名]：警报
サイレン[名]：警报声；汽笛
サイン[名]：签名
サイン[名]：签字；签名；信号
サイン[名·动]：签名；信号
サウジアラビア[名]：沙特阿拉伯
サッカー[名]：足球
サツマイモ[名]：红薯
サバイバル[名]：幸存；生存
サプリメント[名]：营养补充剂
サボる[动]：偷懒；旷工；旷课
サボる[动]：翘班；逃学
サポート[名·动]：支持；支援
サラダ[名]：沙拉
サラダ[名]：沙拉；色拉
サラリーマン[名]：上班族
サラリーマン[名]：工薪族；上班族
サラリーマン[名]：工薪阶层；职员
サンキュー[感]：谢谢
サングラス[名]：太阳镜
サンタクロース[名]：圣诞老人
サンダル[名]：凉鞋
サンドイッチ[名]：三明治
サンプル[名]：样品
サーカス[名]：马戏团
サークル[名]：社团
サークル[名]：社团；圈子
サービス[名]：接待；服务；廉价出售
サービス[名]：服务；赠品
サービス[名·动]：服务；赠送
サービスエリア[名]：服务区
サービスステーション[名]：服务站
サーフィン[名]：冲浪
サーモン[名]：三文鱼
シェア[名]：份额；市场占有率
シェフ[名]：主厨
システム[名]：系统
システム[名]：系统；体系
システム[名]：组织；体系；制度
シック[形]：雅致
シック[形]：雅致的；时髦的
シナリオ[名]：剧本
シビア[形]：严厉的；苛刻的
シフト[名·动]：轮班；转移
シミュレーション[名·动]：模拟
シャッター[名]：快门；卷帘门
シャツ[名]：衬衫
シャツ[名]：衬衫；衬衣
シャワー[名]：淋浴
シャワー[名]：淋浴；淋浴器
シャンハイ, 上海[名]：上海
シャンハイほけん, 上海保険[名]：上海保险公司
シャンハイコンス, 上海公司[名]：上海公司
シャンハイパール, 上海パール[名]：上海珍珠
